"","ID","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","MntMeatProducts","NumWebPurchases","NumCatalogPurchases","NumStorePurchases"
"868",4259,1986,"Master","Single",19485,2,0,2,0,-2,0.82842712474619
"869",8687,1978,"Graduation","Together",53172,0,1,16.9736659610103,0.82842712474619,1.46410161513775,3.65685424949238
"870",2447,1979,"Graduation","Together",30545,1,0,5.74596669241483,0.82842712474619,-2,1.46410161513775
"871",10140,1983,"PhD","Together",70123,0,0,37.7994974842648,2.47213595499958,3.29150262212918,2
"872",9353,1959,"Graduation","Single",62450,0,1,30.6802692767364,2.47213595499958,2.47213595499958,2
"873",3623,1976,"Graduation","Together",21675,1,0,6,2,-2,1.46410161513775
"874",738,1981,"2n Cycle","Single",42395,1,1,13.0996688705415,1.46410161513775,0,2
"875",7631,1978,"Master","Together",61346,1,0,23.9229627936314,2.47213595499958,3.29150262212918,4.32455532033676
"876",4789,1953,"Graduation","Together",80812,0,0,42.7213595499958,2,3.65685424949238,2.47213595499958
"877",773,1971,"Master","Divorced",42835,1,1,17.2873015219859,2.89897948556636,2.89897948556636,2
"878",10602,1983,"Graduation","Married",39922,1,0,13.3622914957372,1.46410161513775,-2,2
"879",1446,1956,"Master","Single",86424,0,0,45.7074417675063,2.89897948556636,4,4.92820323027551
"880",3270,1978,"2n Cycle","Together",17117,1,0,10.328828005938,1.46410161513775,0,1.46410161513775
"881",8443,1972,"Graduation","Single",24762,1,0,4.92820323027551,1.46410161513775,0,0.82842712474619
"882",9653,1975,"Graduation","Married",35797,0,1,5.48331477354788,0.82842712474619,-2,1.46410161513775
"883",8916,1975,"Graduation","Divorced",36627,2,0,2.47213595499958,-2,-2,1.46410161513775
"884",8017,1981,"2n Cycle","Married",51111,1,1,6.71779788708135,0.82842712474619,-2,1.46410161513775
"885",5830,1972,"PhD","Single",86857,0,0,55.8964593045205,2.47213595499958,2.89897948556636,4.32455532033676
"886",4597,1970,"PhD","Together",82072,0,0,50.3450093132096,1.46410161513775,0.82842712474619,5.21110255092798
"887",7023,1953,"PhD","Single",46231,2,1,12.8323969741913,2.89897948556636,0,2
"888",8086,1959,"Graduation","Married",42243,1,1,0.82842712474619,0.82842712474619,-2,1.46410161513775
"889",8825,1962,"Graduation","Together",51195,1,1,22.9799919935936,4,0.82842712474619,2.47213595499958
"890",2930,1978,"Master","Single",68092,0,0,26.7749891398763,0.82842712474619,2.89897948556636,4.32455532033676
"891",1928,1973,"Graduation","Married",31814,1,0,6.94427190999916,0.82842712474619,-2,1.46410161513775
"892",7108,1965,"Master","Widow",51390,1,1,11.7113092008021,2.47213595499958,0.82842712474619,2.47213595499958
"893",10925,1983,"Graduation","Married",76630,0,0,40.2374241638857,1.46410161513775,4.32455532033676,4.6332495807108
"894",9960,1991,"Basic","Single",26868,1,0,0,0,-2,0.82842712474619
"895",8800,1943,"PhD","Divorced",48948,0,0,26.7054001888146,3.29150262212918,4.32455532033676,2.47213595499958
"896",9224,1972,"PhD","Single",55260,0,1,12.560219778561,3.65685424949238,4.32455532033676,2.47213595499958
"897",5519,1956,"Graduation","Together",64090,0,1,23.377155080899,2.89897948556636,4,2
"898",5046,1958,"Graduation","Divorced",78331,0,1,35.6297754444536,4.32455532033676,2.89897948556636,3.29150262212918
"899",7037,1974,"PhD","Married",37087,1,0,21.1516738055805,2,0.82842712474619,3.65685424949238
"900",905,1986,"Graduation","Divorced",21846,1,0,6.48528137423857,2,-2,1.46410161513775
"901",8624,1958,"Graduation","Married",81320,0,0,42.407206622349,2,1.46410161513775,4.32455532033676
"902",8945,1970,"Graduation","Divorced",54137,0,1,4.6332495807108,2,0,2
"903",6445,1967,"Graduation","Together",66825,0,0,38.2492235949962,2,2.47213595499958,2.89897948556636
"904",2727,1973,"Graduation","Together",57100,0,0,14.6132477258361,1.46410161513775,1.46410161513775,2.89897948556636
"905",6404,1969,"Graduation","Together",58917,1,2,16.8679622641132,2,0,2.89897948556636
"906",11074,1977,"Graduation","Single",85072,0,0,37.5474398665704,1.46410161513775,2,4.32455532033676
"907",10150,1961,"Graduation","Single",86429,0,0,57.0931468107766,3.29150262212918,2,3.29150262212918
"908",1968,1971,"Graduation","Widow",45684,1,0,2.47213595499958,0,-2,0.82842712474619
"909",6534,1974,"Graduation","Together",47889,1,0,8.77032961426901,0.82842712474619,-2,1.46410161513775
"910",9485,1986,"PhD","Married",45921,0,0,12,0.82842712474619,0,2.89897948556636
"911",7053,1966,"PhD","Single",78420,0,0,49.9230199429887,1.46410161513775,4.32455532033676,3.65685424949238
"912",4654,1992,"Graduation","Together",75114,0,0,43.7383865041171,1.46410161513775,4.32455532033676,2.47213595499958
"913",9760,1963,"PhD","Widow",52278,0,1,14.8522995463527,4.32455532033676,2.47213595499958,4.32455532033676
"914",1048,1972,"Master","Married",35641,1,0,14.3707055437449,1.46410161513775,0,2
"915",10619,1994,"Graduation","Single",95529,0,0,57.6657355607052,3.29150262212918,1.46410161513775,3.29150262212918
"916",9308,1954,"Graduation","Married",62820,0,0,30.5576411921994,1.46410161513775,2,2.89897948556636
"917",10505,1960,"Master","Together",73113,0,0,22.8193472919817,1.46410161513775,2,3.29150262212918
"918",8362,1982,"PhD","Married",84169,0,0,38.1497197997695,3.29150262212918,2.89897948556636,2.89897948556636
"919",2625,1954,"2n Cycle","Single",42607,0,1,12.9666295470958,1.46410161513775,0.82842712474619,3.29150262212918
"920",4637,1954,"PhD","Single",74637,0,0,41.081318457076,2.89897948556636,4,4
"921",9972,1955,"PhD","Together",46015,1,1,0.82842712474619,0,-2,1.46410161513775
"922",4483,1993,"Graduation","Single",72354,0,0,41.4971263418631,0.82842712474619,4.32455532033676,2.89897948556636
"923",4487,1969,"Master","Single",39858,1,0,8,0.82842712474619,-2,2
"924",4988,1948,"PhD","Married",34469,1,1,6.94427190999916,0,0,2
"925",8931,1986,"Graduation","Together",83033,1,0,39.5210789840534,4.6332495807108,2,4.32455532033676
"926",5871,1979,"Master","Together",24401,0,0,27.4618397253125,2.89897948556636,0,2.89897948556636
"927",2008,1978,"Graduation","Married",77583,0,0,37.1918358845308,2,2.47213595499958,4
"928",3139,1982,"2n Cycle","Single",74116,0,0,51.0659966456864,2,2,4.32455532033676
"929",10037,1993,"Graduation","Single",74293,0,0,34.6060104354463,2.47213595499958,2,2.89897948556636
"930",10673,1976,"PhD","Married",68397,0,1,41.1740662898458,2.89897948556636,4,2.47213595499958
"931",5303,1974,"PhD","Together",79632,0,0,43.1663591625449,2.89897948556636,2,4
"932",538,1989,"Graduation","Single",46107,1,0,8.39230484541326,0,0,2
"933",7922,1951,"PhD","Single",64950,0,1,14.9705627484771,4.6332495807108,0.82842712474619,4.32455532033676
"934",5692,1989,"Basic","Married",25443,1,0,1.46410161513775,0,-2,1.46410161513775
"935",4843,1952,"Graduation","Single",75127,0,0,32.928498393146,0.82842712474619,4.6332495807108,2.47213595499958
"936",6383,1971,"PhD","Together",32892,1,0,5.74596669241483,1.46410161513775,-2,1.46410161513775
"937",1628,1971,"Graduation","Together",71796,0,0,33.2703841770968,4,1.46410161513775,2
"938",1204,1970,"PhD","Married",67536,0,1,40.2847490237319,4.6332495807108,2.47213595499958,4.6332495807108
"939",3673,1971,"Graduation","Single",55239,0,1,28.854497241083,3.29150262212918,2.47213595499958,4.6332495807108
"940",760,1975,"PhD","Divorced",60554,1,0,15.4355957741627,3.65685424949238,2,4
"941",8957,1952,"2n Cycle","Single",64831,1,1,29.559467676119,2.89897948556636,1.46410161513775,2.47213595499958
"942",4128,1962,"PhD","Together",56067,0,1,12.6969384566991,3.29150262212918,2,3.29150262212918
"943",6810,1983,"Graduation","Divorced",82025,0,0,47.2341345003647,1.46410161513775,0.82842712474619,2.89897948556636
"944",5386,1953,"Graduation","Together",94384,0,0,54.2138772902208,2.47213595499958,3.65685424949238,2.47213595499958
"945",8700,1986,"Basic","Single",14906,0,0,5.48331477354788,0.82842712474619,0,1.46410161513775
"946",3202,1987,"PhD","Married",51563,0,0,11.856406460551,2,2,4.32455532033676
"947",1328,1982,"2n Cycle","Married",57937,0,1,22,2,2,4
"948",8405,1979,"Graduation","Divorced",68274,1,1,12.2828568570857,2,0.82842712474619,2.47213595499958
"949",6515,1977,"Graduation","Together",39771,1,0,6.48528137423857,0.82842712474619,-2,1.46410161513775
"950",2882,1975,"2n Cycle","Divorced",67893,0,1,21.832750575626,1.46410161513775,0.82842712474619,4
"951",7574,1979,"PhD","Together",27922,1,0,5.21110255092798,0.82842712474619,-2,1.46410161513775
"952",6387,1976,"PhD","Together",52190,1,1,6.24621125123532,0.82842712474619,0,1.46410161513775
"953",5320,1973,"Master","Divorced",44051,1,1,13.2315462117278,1.46410161513775,0,2
"954",5048,1971,"PhD","Single",42767,2,0,11.114877048604,1.46410161513775,0,0.82842712474619
"955",8146,1976,"Master","Together",46106,1,1,3.65685424949238,0,0,0.82842712474619
"956",10031,1976,"PhD","Married",16927,1,1,7.59166304662544,1.46410161513775,-2,2
"957",5748,1965,"Graduation","Married",59754,0,1,11.2664991614216,2.47213595499958,0.82842712474619,2.89897948556636
"958",2134,1952,"Graduation","Single",53700,0,1,28.5286750449475,2.47213595499958,2.47213595499958,3.65685424949238
"959",1523,1973,"Graduation","Married",59041,1,1,5.74596669241483,0.82842712474619,-2,2
"960",9665,1957,"PhD","Divorced",54237,0,1,8.95445115010332,2.47213595499958,0.82842712474619,2.47213595499958
"961",4640,1967,"Graduation","Divorced",70647,0,1,24.153393661244,2,3.29150262212918,5.21110255092798
"962",3635,1962,"PhD","Single",52597,0,1,10.1655250605964,2.89897948556636,1.46410161513775,3.65685424949238
"963",3547,1969,"Master","Together",41021,1,0,4,0.82842712474619,-2,1.46410161513775
"964",2456,1975,"PhD","Married",40233,0,1,11.5646599662505,0.82842712474619,0,2.47213595499958
"965",5633,1980,"Graduation","Married",50183,1,1,16.3303027798234,1.46410161513775,0,2.89897948556636
"966",7801,1959,"Graduation","Together",54753,0,1,28.1330383466387,2.47213595499958,0.82842712474619,4.6332495807108
"967",10489,1973,"Graduation","Married",92955,0,0,58.8276253029822,2.89897948556636,3.29150262212918,4
"968",7011,1973,"Graduation","Married",33471,1,0,8.39230484541326,1.46410161513775,-2,2
"969",2620,1974,"PhD","Married",34596,1,0,0.82842712474619,0,-2,0.82842712474619
"970",3933,1980,"Graduation","Together",44010,1,0,28.5941170815567,4.32455532033676,0.82842712474619,2.89897948556636
"971",10981,1988,"Graduation","Married",84219,0,0,38,1.46410161513775,2,4.32455532033676
"972",1734,1968,"PhD","Together",40706,2,1,4.6332495807108,1.46410161513775,-2,2
"973",10995,1988,"2n Cycle","Married",15716,1,0,8.95445115010332,1.46410161513775,-2,2
"974",6357,1959,"2n Cycle","Divorced",59052,0,1,15.3205080756888,3.29150262212918,0,3.29150262212918
"975",9209,1971,"Master","Together",80573,0,0,39.4728827066554,2,2.89897948556636,5.21110255092798
"976",10286,1962,"Graduation","Married",83715,0,0,38.348482003664,0.82842712474619,3.65685424949238,5.21110255092798
"977",2611,1959,"Master","Together",82576,0,0,40.190046219458,0.82842712474619,2,4.92820323027551
"978",1600,1965,"Master","Married",56962,2,1,15.5499287747842,2.89897948556636,1.46410161513775,2.47213595499958
"979",3308,1952,"Graduation","Married",35704,1,1,4.92820323027551,0.82842712474619,-2,2
"980",5407,1954,"Graduation","Together",53103,0,1,21.0651251893416,4.32455532033676,2.89897948556636,3.29150262212918
"981",2166,1960,"2n Cycle","Widow",46779,1,1,1.46410161513775,-2,0,0.82842712474619
"982",3955,1965,"Graduation","Divorced",4861,0,0,0,-2,-2,-2
"983",6634,1979,"Master","Divorced",33462,1,0,6.48528137423857,0.82842712474619,-2,1.46410161513775
"984",3056,1978,"Graduation","Divorced",63693,0,1,34.7151195013716,4.6332495807108,2.89897948556636,4
"985",5718,1950,"Graduation","Married",80763,0,0,18.7846096908265,2.47213595499958,4.6332495807108,2.89897948556636
"986",6872,1974,"PhD","Married",65352,0,1,16.3303027798234,2,0.82842712474619,3.65685424949238
"987",8164,1978,"PhD","Married",82170,0,0,49.0294032886923,2.47213595499958,2.89897948556636,3.29150262212918
"988",4580,1969,"Graduation","Married",75759,0,0,51.2165387826003,4,3.29150262212918,4
"989",9305,1976,"2n Cycle","Single",79689,0,0,48.5964425626941,2,4,5.21110255092798
"990",453,1956,"PhD","Widow",35340,1,1,4.92820323027551,0.82842712474619,-2,1.46410161513775
"991",8545,1954,"Graduation","Divorced",85683,0,0,33.2703841770968,0.82842712474619,2,4.32455532033676
"992",9850,1972,"2n Cycle","Married",24884,1,0,3.29150262212918,-2,-2,1.46410161513775
"993",7378,1981,"Master","Together",42021,1,0,21.3238075793812,4.32455532033676,0,2.89897948556636
"994",7646,1989,"Graduation","Single",64449,1,0,31.5857112474933,2.47213595499958,1.46410161513775,4.92820323027551
"995",1640,1954,"Graduation","Divorced",64587,1,1,6,0,0,2
"996",5184,1995,"Graduation","Single",34824,0,0,4.6332495807108,0,-2,0.82842712474619
"997",8492,1978,"Graduation","Together",75437,0,0,44.690470119715,3.65685424949238,2,4.32455532033676
"998",11188,1957,"Graduation","Together",26091,1,1,6.71779788708135,0.82842712474619,0,1.46410161513775
"999",1212,1973,"Graduation","Married",52845,1,0,32.1760149812701,3.65685424949238,3.65685424949238,2.89897948556636
"1000",9097,1956,"Graduation","Divorced",46086,0,1,9.31370849898476,1.46410161513775,0,3.65685424949238
"1001",10473,1956,"PhD","Widow",78028,0,1,31.9411254969543,2.89897948556636,2,4
"1002",7962,1987,"PhD","Single",95169,0,0,40.3792402008342,2,1.46410161513775,2
"1003",9984,1981,"2n Cycle","Married",56337,1,1,22,3.65685424949238,2.47213595499958,2
"1004",5527,1987,"Graduation","Together",22434,1,0,4.6332495807108,0.82842712474619,-2,1.46410161513775
"1005",6374,1954,"PhD","Married",36930,0,1,9.13552872566004,2.47213595499958,0.82842712474619,2
"1006",7453,1954,"Graduation","Single",36130,0,1,20.5388553391693,1.46410161513775,3.65685424949238,2
"1007",8952,1953,"Master","Married",65569,0,1,31.9411254969543,2.89897948556636,2.47213595499958,4.32455532033676
"1008",241,1952,"Graduation","Together",83844,0,0,35.1483512420134,2,2,4.6332495807108
"1009",8975,1968,"Graduation","Married",19514,1,1,7.16515138991168,1.46410161513775,0,0.82842712474619
"1010",6119,1963,"PhD","Single",36736,1,1,1.46410161513775,0,-2,0.82842712474619
"1011",5236,1979,"Graduation","Together",77568,0,1,37.7994974842648,4.32455532033676,0.82842712474619,3.65685424949238
"1012",5723,1976,"PhD","Together",49187,0,1,9.13552872566004,0,0,2.47213595499958
"1013",1710,1978,"Graduation","Single",30168,1,0,14.2480768092719,2.89897948556636,0,2
"1014",1970,1968,"Master","Together",34053,0,1,7.16515138991168,1.46410161513775,-2,1.46410161513775
"1015",5313,1971,"Master","Married",38196,1,1,4.6332495807108,0.82842712474619,-2,2
"1016",10634,1951,"Master","Married",59412,0,0,23.6904651573303,2,0.82842712474619,3.65685424949238
"1017",7010,1965,"2n Cycle","Married",70924,0,0,29.8747549010185,2.89897948556636,2.89897948556636,3.29150262212918
"1018",8562,1969,"Graduation","Together",54165,0,0,15.0880074906351,0.82842712474619,0,3.29150262212918
"1019",3158,1973,"Graduation","Married",32300,1,0,2.89897948556636,0,-2,1.46410161513775
"1020",4436,1976,"Graduation","Single",20180,0,0,7.79795897113271,0.82842712474619,0,2
"1021",5287,1973,"Graduation","Married",34961,1,0,8.19803902718557,1.46410161513775,0,1.46410161513775
"1022",2445,1974,"PhD","Together",28440,1,0,7.79795897113271,0.82842712474619,-2,1.46410161513775
"1023",6059,1953,"PhD","Together",64504,1,2,23.9229627936314,4.6332495807108,1.46410161513775,2
"1024",4550,1966,"Master","Together",33564,0,1,1.46410161513775,0,0,1.46410161513775
"1025",4240,1978,"Graduation","Married",17345,1,0,6,0.82842712474619,0,0.82842712474619
"1026",8911,1967,"PhD","Married",56320,0,1,24.229754097208,2.47213595499958,2,4
"1027",3706,1978,"Graduation","Single",28647,1,0,8.77032961426901,0.82842712474619,0.82842712474619,0.82842712474619
"1028",3628,1987,"Basic","Single",15038,1,0,4.6332495807108,0.82842712474619,0,0.82842712474619
"1029",10175,1958,"PhD","Divorced",32173,0,1,0.82842712474619,0,-2,1.46410161513775
"1030",8985,1964,"2n Cycle","Together",68316,0,1,23.377155080899,4.32455532033676,3.29150262212918,4.32455532033676
"1031",5204,1971,"Graduation","Together",74538,0,0,52.1479454827235,3.65685424949238,3.65685424949238,2.47213595499958
"1032",9220,1971,"Graduation","Single",91700,0,0,60,3.65685424949238,2.89897948556636,2.47213595499958
"1033",9888,1969,"Graduation","Together",68695,0,0,35.7359245282264,2,2,3.29150262212918
"1034",5263,1977,"2n Cycle","Married",31056,1,0,5.21110255092798,0,-2,1.46410161513775
"1035",1020,1973,"Graduation","Married",79593,0,0,45.6655011512519,2.47213595499958,2.89897948556636,3.29150262212918
"1036",9503,1980,"Graduation","Single",28071,0,0,20.8035085019828,2.47213595499958,0,2.47213595499958
"1037",10613,1958,"PhD","Together",37334,1,1,6,1.46410161513775,-2,2
"1038",67,1972,"Master","Single",46423,1,1,6,0.82842712474619,-2,2
"1039",6019,1971,"PhD","Married",37126,1,0,4,0,0.82842712474619,0.82842712474619
"1040",5863,1953,"Graduation","Married",47703,0,1,21.1516738055805,2.89897948556636,1.46410161513775,3.65685424949238
"1041",3717,1959,"Graduation","Married",61180,0,1,8.77032961426901,2.47213595499958,2.47213595499958,2.89897948556636
"1042",6730,1954,"Graduation","Married",38998,1,1,5.48331477354788,0.82842712474619,-2,1.46410161513775
"1043",10749,1991,"Graduation","Single",8028,0,0,14.2480768092719,-2,0,-2
"1044",4998,1962,"Graduation","Together",76081,0,0,38.7430975749267,2,2.47213595499958,2
"1045",6287,1986,"Graduation","Together",34728,1,0,6,0,0,0.82842712474619
"1046",5985,1965,"Master","Single",33168,0,1,10.1655250605964,0.82842712474619,0,2
"1047",4754,1966,"Master","Married",33585,0,1,9.48912529307606,0.82842712474619,-2,2
"1048",4002,1960,"PhD","Married",77037,0,1,34.4965751817893,3.29150262212918,3.29150262212918,4.92820323027551
"1049",8870,1984,"Graduation","Together",35196,1,0,21.7486841740758,2.89897948556636,0,2.47213595499958
"1050",966,1966,"Graduation","Married",44529,0,1,17.0787840283389,2.89897948556636,0.82842712474619,4.6332495807108
"1051",4767,1965,"2n Cycle","Married",70924,0,0,29.8747549010185,2.89897948556636,2.89897948556636,3.29150262212918
"1052",9725,1966,"PhD","Together",28764,1,1,1.46410161513775,0,-2,0.82842712474619
"1053",4475,1949,"PhD","Married",69098,0,0,53.8569601750758,3.29150262212918,3.65685424949238,4
